,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
France,4623692,9578986,0,0,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07,(4.6+/-2.5)e+07
Faroe Islands,4281,9471,0,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
"Micronesia, Fed. Sts.",1907,5041,0,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
Gabon,54830,175331,0,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
United Kingdom,4373221,9853965,0,0,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08,(3.5+/-1.9)e+08
Georgia,229855,469150,0,0,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05,(3.4+/-1.9)e+05
Ghana,1825664,4906972,0,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
Gibraltar,3068,8530,0,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
Guinea,380919,1734246,0,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
Gambia,95721,330727,0,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
Guinea-Bissau,66238,207584,0,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
Equatorial Guinea,62287,189709,0,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
Greece,621554,1604709,0,0,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06,(3.5+/-2.0)e+06
Grenada,5273,14343,0,0,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03,(5.5+/-3.1)e+03
Greenland,3855,8527,0,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
Guatemala,951778,3110454,0,0,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06,(2.7+/-1.6)e+06
Guam,9426,23880,0,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
Guyana,40153,110729,0,0,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04,(4.9+/-2.8)e+04
Hong Kong,343352,796977,0,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
Honduras,610384,1784532,0,0,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06,(1.0+/-0.6)e+06
Croatia,265701,571191,0,0,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06,(1.7+/-0.9)e+06
Haiti,749495,2191240,0,0,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05
Hungary,789107,1585370,0,0,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06,(6.0+/-3.3)e+06
